"","PERIDNUM","A_AGE","A_SEX","A_FNLWGT","A_ERNLWT","AGI","HRSWK","WSAL_VAL"
"1",3.10201e+21,8,2,345130,0,0,0,0
"2",2.02102e+20,4,2,145523,0,0,0,0
"3",3.00118e+21,45,1,0,0,0,60,10880
"4",1.07153e+21,1,1,0,0,0,0,0
"5",3.91081e+21,12,2,0,0,0,0,0
"6",3.4103e+21,25,1,371285,0,96051,40,96000
"7",7.999e+21,50,2,357214,0,0,40,92000
"8",8.73101e+21,67,1,47071,189718,2,0,0
"9",3.09351e+21,65,2,338968,1361079,0,0,0
"10",4.97961e+21,49,1,0,0,0,50,150000
"11",5.01214e+21,12,1,0,0,0,0,0
"12",5.7399e+21,38,2,271421,0,55400,40,50000
"13",1.69051e+21,2,2,61514,0,0,0,0
"14",6.07011e+21,4,2,0,0,0,0,0
"15",1.91566e+21,32,2,0,0,35125,44,34810
"16",6.41132e+21,65,1,405283,0,5080,24,5000
"17",1.16714e+21,77,2,358978,1426451,16644,20,0
"18",5.10006e+21,27,1,666972,0,46000,40,46000
"19",8.10382e+18,78,1,427092,0,0,0,0
"20",1.41465e+21,33,2,37192,0,0,40,59000
"21",3.10005e+21,42,1,0,0,24004,45,24000
"22",9.01261e+21,25,1,507328,0,0,0,0
"23",6.10397e+18,10,1,305891,0,0,0,0
"24",9.60513e+21,17,1,238980,0,0,0,0
"25",1.2359e+21,68,2,418672,1692107,0,0,0
"26",3.66076e+21,18,1,101000,0,0,0,0
"27",1.73663e+21,63,2,339487,0,0,40,75000
"28",1.06021e+21,18,1,209034,870266,0,0,0
"29",7.48492e+21,10,1,0,0,0,0,0
"30",6.10001e+21,55,1,179845,721752,0,40,60000
"31",8.76945e+21,31,1,40735,0,0,40,110000
"32",5.74647e+21,61,2,0,0,103027,40,30000
"33",3.05127e+21,85,2,39823,160816,81626,0,0
"34",9.61958e+21,80,1,77386,0,0,0,0
"35",6.11268e+18,73,1,387840,0,0,0,0
"36",4.02103e+20,39,2,0,0,118735,24,38000
"37",1.33143e+21,10,2,93276,0,0,0,0
"38",5.20061e+21,42,1,0,0,0,50,15001
"39",5.0149e+21,46,1,242701,0,36004,45,36000
"40",1.14021e+21,62,1,53655,0,167043,55,138000
"41",1.10008e+21,65,1,188420,0,0,40,55000
"42",4.0927e+21,63,1,319923,0,0,0,0
"43",1.21192e+21,13,1,0,0,0,0,0
"44",3.10307e+21,4,1,376385,0,0,0,0
"45",1.09727e+21,0,1,0,0,0,0,0
"46",1.02119e+20,48,2,423584,1680687,27000,48,27000
"47",4.2604e+21,53,2,547425,2183765,40000,40,40000
"48",8.10003e+21,65,2,36765,0,190860,16,35000
"49",8.10977e+20,2,2,0,0,0,0,0
"50",2.10005e+21,41,1,0,0,0,80,40000
"51",1.8509e+21,85,2,391700,0,0,0,0
"52",1.31241e+21,6,1,112290,0,0,0,0
"53",3.91418e+21,62,2,193459,0,0,0,0
"54",2.01101e+20,63,1,421410,1802557,0,0,0
"55",9.66552e+21,80,1,80664,0,60745,0,0
"56",8.04946e+19,11,1,371397,0,0,0,0
"57",2.61051e+21,15,2,199742,0,0,0,0
"58",5.94374e+21,57,1,428156,0,0,40,60000
"59",1.04741e+21,41,2,265886,0,0,0,0
"60",8.10721e+21,43,2,198498,0,18587,40,0
"61",6.52525e+21,34,2,0,0,61508,40,40000
"62",1.00501e+21,26,2,44163,0,0,0,0
"63",1.09784e+21,85,2,318144,1272533,10,0,0
"64",8.10103e+21,73,1,357692,0,1,0,0
"65",5.51442e+21,29,1,435374,0,74509,40,41000
"66",7.6049e+21,48,1,418661,0,146700,50,120000
"67",1.70019e+20,46,2,262937,0,25000,40,25000
"68",4.01101e+20,5,2,269714,0,0,0,0
"69",5.21569e+21,41,2,328100,1281122,49177,0,0
"70",2.10107e+21,6,1,0,0,0,0,0
"71",4.51645e+21,43,2,527896,0,206603,40,100000
"72",2.91462e+21,27,2,0,0,0,0,0
"73",4.34576e+19,1,1,0,0,0,0,0
"74",1.51418e+21,23,1,385902,0,10800,30,10800
"75",9.60786e+20,27,2,52954,0,0,40,48000
"76",7.99652e+21,35,2,0,0,65000,12,10000
"77",1.9381e+21,31,1,185283,0,12021,0,0
"78",1.02632e+21,72,2,127055,0,0,0,0
"79",4.10003e+21,44,1,243001,0,54451,40,42000
"80",4.4188e+21,39,1,535193,0,176402,60,150000
"81",2.07104e+20,60,2,358101,0,0,38,44651
"82",9.5048e+20,25,2,581252,2424198,15600,40,15600
"83",4.00101e+20,15,2,296510,0,0,0,0
"84",1.5903e+21,40,1,0,0,0,17,17000
"85",4.22793e+21,66,1,143805,0,63877,40,45000
"86",3.96455e+21,7,1,0,0,0,0,0
"87",2.77413e+21,42,2,0,0,0,40,76000
"88",8.96987e+21,26,2,0,0,0,40,6000
"89",3.66301e+21,9,2,113480,0,0,0,0
"90",6.10003e+21,59,2,398157,0,0,0,0
"91",5.84542e+21,37,1,0,0,960,38,960
"92",1.30861e+21,37,2,0,0,159518,40,144500
"93",3.08109e+20,9,1,0,0,0,0,0
"94",1.90098e+21,76,2,590935,0,18204,0,0
"95",1.0512e+20,63,2,73420,0,0,0,0
"96",5.03111e+21,45,2,0,0,275904,45,142000
"97",1.4209e+21,79,1,440090,0,0,0,0
"98",1.04671e+21,31,2,311816,1228722,0,40,70002
"99",2.02104e+20,22,2,241069,0,0,0,0
"100",2.33073e+21,19,2,358040,0,17000,15,17000
"101",1.5331e+21,65,2,389541,0,0,40,160000
"102",2.57073e+21,12,2,388937,0,0,0,0
"103",1.29983e+21,16,1,0,0,0,0,0
"104",4.92379e+21,76,2,391011,1544511,0,0,0
"105",7.53198e+21,30,1,0,0,0,40,56383
"106",2.68053e+21,13,2,0,0,0,0,0
"107",7.06301e+21,0,2,0,0,0,0,0
"108",1.801e+21,10,1,140598,0,0,0,0
"109",8.81014e+21,3,2,0,0,0,0,0
"110",1.21572e+21,49,2,0,0,0,0,0
"111",1.00129e+20,21,2,0,0,0,0,0
"112",1.15328e+21,56,2,0,0,10000,0,0
"113",1.10008e+21,31,2,405345,0,0,0,0
"114",5.22031e+19,36,2,38628,153918,0,40,63000
"115",6.05107e+21,39,2,408070,0,145120,5,5000
"116",3.0188e+21,17,1,441492,1699008,3160,40,3160
"117",6.91051e+21,37,1,32028,0,37020,48,35000
"118",1.10006e+21,65,2,413122,1649316,0,0,0
"119",5.02e+21,74,1,333003,0,106370,0,0
"120",1.7786e+21,80,2,211588,0,0,0,0
"121",1.00041e+20,61,2,205236,0,148904,10,0
"122",2.91262e+21,3,2,0,0,0,0,0
"123",6.10557e+19,51,1,392341,0,104000,40,104000
"124",8.93866e+21,26,2,469757,1927896,0,40,52000
"125",8.01611e+21,64,2,268250,0,0,30,94000
"126",3.10253e+20,45,2,304594,0,0,40,61000
"127",1.01009e+20,47,2,0,0,26187,40,26187
"128",9.82801e+21,15,1,0,0,0,0,0
"129",1.02126e+20,55,1,418849,0,28000,40,28000
"130",6.09101e+21,7,1,131061,0,0,0,0
"131",1.00088e+20,53,1,0,0,0,0,0
"132",5.56486e+21,25,1,0,0,29300,40,29300
"133",6.60123e+21,2,1,0,0,0,0,0
"134",1.97202e+21,48,1,420073,0,0,40,75000
"135",9.05503e+21,31,2,0,0,34005,40,34000
"136",3.1164e+21,5,1,0,0,0,0,0
"137",9.29003e+20,42,1,70068,306438,40110,40,40000
"138",6.11204e+21,49,2,73812,0,0,0,0
"139",7.1e+21,24,1,0,0,0,40,35000
"140",6.31963e+21,15,1,0,0,0,0,0
"141",5.02948e+21,41,2,0,0,59040,40,7680
"142",9.7735e+21,53,2,221674,0,22252,40,22250
"143",1.10308e+21,48,2,199748,776137,41010,35,6000
"144",2.73191e+21,43,2,472474,0,1600,40,1600
"145",1.10666e+18,17,1,182408,0,0,0,0
"146",8.07206e+21,0,2,0,0,0,0,0
"147",7.12942e+20,13,1,0,0,0,0,0
"148",5.31986e+21,18,1,406117,0,7000,12,7000
"149",2.10005e+21,37,2,0,0,97100,40,50000
"150",2.24971e+21,61,2,0,0,3001,20,3000
"151",8.03509e+21,41,1,87492,0,0,40,35200
"152",1.47143e+21,24,1,0,0,21020,40,21000
"153",1.18584e+21,79,2,0,0,8765,0,0
"154",8.10009e+21,80,1,307407,0,0,0,0
"155",1.57863e+21,48,2,565022,0,0,16,10000
"156",2.0442e+21,2,2,287962,0,0,0,0
"157",8.60261e+21,46,2,403785,1608503,0,30,20000
"158",3.11164e+21,67,1,364718,1322722,0,45,64800
"159",6.54271e+21,63,1,416349,0,0,42,76000
"160",8.2877e+21,14,1,47551,0,0,0,0
"161",3.81371e+21,0,2,0,0,0,0,0
"162",1.0852e+21,45,2,228678,0,30000,40,30000
"163",1.84935e+21,24,1,0,0,20000,40,20000
"164",1.4714e+21,64,1,0,0,0,40,70000
"165",3.10001e+21,32,1,315125,0,20000,40,20000
"166",6.64123e+21,10,2,44373,0,0,0,0
"167",1.0649e+21,26,2,664615,0,124567,40,47000
"168",8.6174e+21,35,1,328149,0,42210,40,42000
"169",4.08106e+20,46,2,526777,0,0,0,0
"170",8.67309e+20,68,1,54467,0,0,0,0
"171",5.05102e+20,11,2,0,0,0,0,0
"172",2.04273e+21,42,2,231807,0,167374,25,26000
"173",1.40878e+20,29,1,442278,0,20000,40,20000
"174",7.08309e+21,13,2,131106,0,0,0,0
"175",7.10103e+21,63,1,244397,0,87497,32,54177
"176",1.61713e+21,35,1,384405,1517236,697887,45,270000
"177",4.01109e+21,26,2,315593,0,18840,40,18840
"178",7.28571e+21,27,2,363392,0,81354,40,30000
"179",7.10003e+21,58,2,387683,0,0,0,0
"180",7.26147e+21,58,1,551947,0,139745,80,45001
"181",1.00049e+20,18,1,377020,0,45000,40,45000
"182",7.48492e+21,8,1,0,0,0,0,0
"183",2.83532e+21,10,1,39372,0,0,0,0
"184",3.03106e+20,36,2,159691,0,85001,24,24000
"185",9.10109e+21,69,1,82017,0,0,35,0
"186",4.93934e+21,2,2,0,0,0,0,0
"187",1.04797e+18,79,1,344300,0,0,0,0
"188",5.6374e+21,61,1,438954,0,115635,40,112000
"189",3.10205e+21,22,2,0,0,35000,20,35000
"190",2.05005e+21,38,2,458661,1801776,82035,52,82000
"191",7.75205e+20,41,1,0,0,31250,0,0
"192",8.38518e+20,50,1,427951,0,215010,40,125000
"193",6.31278e+19,33,2,0,0,30001,32,30000
"194",1.19231e+21,65,1,0,0,63115,0,0
"195",1.01069e+20,0,2,0,0,0,0,0
"196",8.11612e+20,20,2,0,0,13000,30,13000
"197",2.71843e+21,50,1,113684,454444,111252,50,110000
"198",9.8622e+21,67,2,428464,1610865,20808,0,0
"199",2.04105e+20,46,1,403409,0,102001,40,100000
"200",7.10002e+21,19,2,496084,0,0,0,0
"201",2.11926e+21,27,2,522767,0,16000,20,16000
"202",7.89723e+21,6,2,0,0,0,0,0
"203",2.011e+20,37,2,267138,0,0,0,0
"204",2.41391e+21,13,1,338443,0,0,0,0
"205",8.10003e+21,15,2,0,0,0,0,0
"206",4.64792e+21,7,1,261688,0,0,0,0
"207",6.31398e+21,61,2,367531,1445819,77800,40,76000
"208",6.10006e+21,60,1,364709,1496929,0,0,0
"209",4.06102e+20,67,1,56931,0,0,0,0
"210",6.2152e+21,56,1,576349,2331748,0,0,0
"211",4.10004e+21,11,1,582528,0,0,0,0
"212",5.05647e+21,74,2,133430,0,82150,0,0
"213",6.20226e+21,4,2,0,0,0,0,0
"214",5.0226e+21,5,1,0,0,0,0,0
"215",3.10301e+21,12,2,474523,0,0,0,0
"216",2.04104e+20,15,2,538293,0,0,0,0
"217",2.7258e+21,23,2,0,0,5000,8,5000
"218",8.2933e+21,69,1,580706,0,0,0,0
"219",5.20866e+20,10,2,39893,0,0,0,0
"220",7.23521e+21,16,1,199176,827352,0,0,0
"221",7.24521e+21,23,2,612640,0,0,25,23000
"222",8.84941e+21,8,2,410347,0,0,0,0
"223",5.10632e+20,44,2,0,0,74601,36,74000
"224",2.09106e+20,18,2,0,0,0,32,1575
"225",4.71397e+21,18,2,0,0,0,0,0
"226",5.02794e+21,49,2,196576,792163,0,30,90000
"227",1.00003e+20,8,2,0,0,0,0,0
"228",1.07164e+21,38,2,515530,0,0,40,110000
"229",6.10109e+21,11,2,48111,0,0,0,0
"230",9.55597e+21,8,1,224736,0,0,0,0
"231",6.8136e+21,4,1,443848,0,0,0,0
"232",7.24898e+21,31,1,0,0,0,40,20000
"233",6.21141e+21,15,1,445617,0,0,0,0
"234",1.10108e+21,47,2,458941,0,145110,40,70000
"235",9.2126e+21,18,2,0,0,16000,30,16000
"236",1.30512e+21,6,1,350733,0,0,0,0
"237",4.08101e+20,14,1,571218,0,0,0,0
"238",6.65644e+21,77,2,27646,0,80312,55,65000
"239",4.60147e+21,58,1,0,0,59818,45,57000
"240",8.18003e+21,36,1,429711,1909257,20002,40,20002
"241",2.61373e+21,36,2,172227,0,0,20,30000
"242",3.06114e+20,85,2,435495,1722179,10,0,0
"243",2.03371e+19,22,1,109865,400194,0,0,0
"244",5.91801e+21,3,2,296252,0,0,0,0
"245",1.01575e+21,8,2,327507,0,0,0,0
"246",4.08112e+20,0,2,939128,0,0,0,0
"247",6.1e+21,54,1,0,0,201180,40,201000
"248",9.52058e+21,46,2,307723,0,175603,40,87000
"249",1.544e+21,34,1,232140,893782,62402,40,60000
"250",1.18061e+21,18,2,0,0,0,0,0
"251",3.2844e+21,44,2,512286,0,9209,40,9207
"252",7.34071e+21,4,2,431960,0,0,0,0
"253",2.10009e+21,0,2,1118246,0,0,0,0
"254",9.11442e+21,63,2,432214,0,0,0,0
"255",7.11203e+21,22,2,85994,401791,49639,35,49638
"256",4.0071e+21,37,1,0,0,55010,45,55000
"257",2.80852e+21,30,2,300518,1218208,20000,0,0
"258",2.77046e+21,55,1,0,0,37686,40,0
"259",5.10003e+21,66,1,361976,1475118,6554,0,0
"260",1.00068e+20,69,2,331326,0,0,0,0
"261",1.10003e+21,16,2,0,0,0,0,0
"262",9.60246e+20,0,2,73768,0,0,0,0
"263",3.61028e+21,42,2,504339,0,236547,0,0
"264",3.80249e+20,52,1,0,0,0,0,0
"265",6.10478e+18,40,2,346623,0,91880,0,0
"266",3.0898e+21,12,1,0,0,0,0,0
"267",1.00511e+21,72,2,0,0,29527,40,35000
"268",1.85461e+21,73,2,405808,0,10000,20,10000
"269",2.7324e+21,38,1,0,0,40000,40,40000
"270",1.84703e+21,7,2,0,0,0,0,0
"271",7.08126e+21,71,2,309732,0,50,0,0
"272",3.07103e+20,57,2,307963,0,0,0,0
"273",6.50154e+21,46,2,135343,0,0,45,106000
"274",9.31016e+21,30,2,168064,0,79000,37,32000
"275",2.081e+20,10,1,145414,0,0,0,0
"276",3.04102e+20,68,2,0,0,0,0,0
"277",8.12144e+20,35,2,0,0,11000,50,10000
"278",2.35611e+21,73,2,339851,0,18588,2,0
"279",1.59006e+21,19,2,42663,0,0,0,0
"280",2.41774e+21,18,1,0,0,2020,30,2000
"281",6.63562e+21,54,1,482080,0,186140,40,86000
"282",7.66021e+21,38,1,0,0,35000,40,20000
"283",5.36042e+19,68,2,389313,0,5220,0,0
"284",1.20779e+20,6,2,0,0,0,0,0
"285",2.84393e+21,33,2,551997,0,14170,10,170
"286",3.14291e+21,6,2,0,0,0,0,0
"287",5.80352e+20,59,1,357918,1398656,0,50,220000
"288",6.10471e+18,18,1,709020,0,0,0,0
"289",2.27491e+21,73,1,333014,0,0,0,0
"290",2.04111e+21,57,1,0,0,0,20,2160
"291",9.06309e+21,51,1,332775,0,132550,40,128000
"292",8.1556e+20,78,2,0,0,0,0,0
"293",5.55861e+21,65,2,0,0,0,35,19000
"294",8.92221e+21,45,1,0,0,241110,40,125000
"295",2.9015e+20,73,1,370294,0,0,0,0
"296",1.43203e+21,29,2,0,0,0,40,35000
"297",2.4115e+21,0,1,469092,0,0,0,0
"298",1.03102e+20,69,2,0,0,2000,0,0
"299",2.06103e+20,43,2,471886,0,0,40,26000
"300",6.1001e+21,43,1,122373,0,0,40,25000
"301",2.06011e+21,25,1,158174,0,9294,40,0
"302",6.10109e+21,47,2,0,0,0,40,60000
"303",1.80344e+21,11,2,189581,0,0,0,0
"304",3.84026e+21,48,1,493058,0,92299,32,22000
"305",1.69154e+21,13,1,122569,0,0,0,0
"306",2.20159e+20,76,1,100688,0,87175,0,0
"307",7.95574e+21,38,2,135977,0,0,0,0
"308",5.10348e+18,20,1,292554,0,48001,50,48000
"309",1.05571e+21,6,1,36267,0,0,0,0
"310",7.65203e+21,62,1,0,0,23001,40,23000
"311",1.05835e+21,36,1,0,0,0,0,0
"312",7.05149e+21,44,1,0,0,0,50,250000
"313",1.15851e+21,19,2,0,0,0,0,0
"314",4.20041e+19,14,1,0,0,0,0,0
"315",4.08107e+20,68,2,451755,0,56776,36,34500
"316",5.06421e+21,44,1,0,0,150761,50,77000
"317",3.40313e+20,71,2,495291,2021298,2,0,0
"318",5.24879e+21,57,2,0,0,162787,38,75000
"319",5.03101e+20,70,2,281111,1138205,77567,0,0
"320",1.2125e+21,13,1,0,0,0,0,0
"321",1.64082e+19,80,2,344786,0,0,0,0
"322",1.00032e+20,42,2,282007,1098790,132100,80,71000
"323",9.01133e+21,25,2,69372,0,80000,0,0
"324",3.0612e+21,29,1,673018,2813331,40000,40,40000
"325",9.10007e+21,40,1,0,0,66147,40,65000
"326",6.21365e+21,51,2,0,0,58000,0,0
"327",1.88901e+20,65,2,351454,0,270791,50,98000
"328",4.91226e+21,7,2,315036,0,0,0,0
"329",5.10009e+21,48,2,0,0,74821,35,23000
"330",1.3528e+21,61,1,48926,0,132051,45,130000
"331",2.77023e+21,8,2,0,0,0,0,0
"332",6.04501e+21,7,2,73401,0,0,0,0
"333",7.20773e+20,44,1,340031,1480382,0,50,70000
"334",6.20914e+19,21,2,457649,0,38000,50,37500
"335",1.20068e+21,22,1,652198,0,0,0,0
"336",8.44816e+21,50,2,0,0,122350,35,75000
"337",7.3047e+21,13,1,597336,0,0,0,0
"338",3.12267e+21,43,2,248720,985321,0,0,0
"339",8.68115e+21,51,1,36660,0,0,0,0
"340",2.0531e+21,32,2,0,0,106780,40,106600
"341",2.0631e+21,55,2,0,0,0,0,0
"342",1.15648e+21,73,2,338607,0,0,0,0
"343",9.61268e+21,54,1,474101,0,0,0,0
"344",1.14023e+21,19,2,0,0,1550,25,1550
"345",1.01127e+20,85,2,31822,125594,0,0,0
"346",8.06831e+21,66,1,328213,0,9485,0,0
"347",1.98681e+21,56,2,404673,0,15000,20,15000
"348",8.64851e+21,5,2,158404,0,0,0,0
"349",1.3061e+20,19,1,175674,625598,25000,45,25000
"350",8.04505e+21,37,1,277885,0,22000,40,22000
"351",1.1e+21,34,2,326175,1269367,0,32,70000
"352",3.20503e+18,40,1,361671,0,7000,40,7000
"353",1.0206e+21,61,1,403900,0,0,0,0
"354",2.1001e+21,30,2,0,0,40020,40,40000
"355",6.36631e+21,66,2,352596,0,180002,0,0
"356",8.14026e+21,0,1,0,0,0,0,0
"357",3.06405e+21,3,2,455984,0,0,0,0
"358",9.00102e+21,74,1,370638,0,38483,0,0
"359",8.81317e+21,1,1,0,0,0,0,0
"360",4.08406e+21,76,1,250074,0,26971,0,0
"361",3.07305e+21,80,2,46912,0,0,0,0
"362",9.10008e+21,72,2,278950,1114347,39075,25,15300
"363",5.0214e+21,13,1,270526,0,0,0,0
"364",3.02115e+20,73,1,147574,0,0,0,0
"365",1.6897e+21,29,1,0,0,0,40,58000
"366",3.10009e+21,38,1,510187,0,0,60,6000
"367",2.62312e+21,51,2,0,0,0,0,0
"368",3.8677e+21,30,2,107375,0,0,40,29920
"369",5.07011e+21,37,2,467630,0,0,40,20000
"370",2.10206e+21,70,2,126082,0,71376,40,55000
"371",6.04609e+20,34,1,273556,0,60000,40,60000
"372",4.52834e+21,54,2,0,0,47105,35,47001
"373",1.10008e+21,37,2,88845,0,135022,40,63000
"374",6.65644e+21,42,2,50644,0,0,40,55000
"375",8.41082e+21,78,1,400723,0,12744,0,0
"376",9.20004e+20,55,2,210122,0,192860,40,55000
"377",7.1042e+21,2,2,29686,0,0,0,0
"378",1.69151e+21,36,2,0,0,0,0,0
"379",9.36371e+21,23,1,0,0,9130,40,9120
"380",1.1e+21,33,1,655115,2580668,0,40,75000
"381",8.48164e+21,71,1,95079,0,93491,0,0
"382",1.5837e+21,67,2,0,0,0,0,0
"383",3.01755e+19,14,2,0,0,0,0,0
"384",3.74891e+21,47,1,313926,0,0,40,70000
"385",4.3596e+21,38,1,338345,1319533,144304,50,140000
"386",9.97231e+21,14,2,0,0,0,0,0
"387",8.05205e+21,64,2,278833,0,151200,0,0
"388",2.10009e+21,47,1,156330,626959,0,60,100000
"389",6.8554e+21,68,2,0,0,34908,0,0
"390",4.80095e+20,80,2,0,0,0,0,0
"391",7.30481e+20,57,2,0,0,28000,40,28000
"392",7.10003e+21,54,2,0,0,0,0,0
"393",9.101e+21,8,1,0,0,0,0,0
"394",1.91884e+21,11,1,221798,0,0,0,0
"395",9.6068e+21,80,1,52224,0,47782,0,0
"396",3.07098e+21,61,2,415587,0,11,0,0
"397",1.81036e+21,80,1,336564,0,330690,0,0
"398",4.08306e+21,66,1,0,0,50000,40,50000
"399",1.67099e+21,20,2,0,0,17400,30,17400
"400",3.05016e+21,56,1,63720,0,40400,34,40000
"401",6.60759e+20,66,2,0,0,0,0,0
"402",8.02005e+21,60,1,139494,0,0,60,0
"403",3.0528e+21,30,1,593270,0,0,0,0
"404",3.06133e+20,55,2,0,0,153002,35,93000
"405",7.61547e+21,50,1,90218,0,93020,40,0
"406",1.94895e+21,7,1,43699,0,0,0,0
"407",8.35453e+21,39,1,292455,0,142051,50,34000
"408",4.20259e+20,5,1,0,0,0,0,0
"409",8.30765e+20,29,1,165996,0,9001,40,5000
"410",1.40032e+21,53,1,0,0,0,0,0
"411",1.30067e+20,26,2,431424,0,0,0,0
"412",1.1e+21,55,2,0,0,67350,40,67000
"413",9.31204e+21,39,2,113772,0,0,40,42000
"414",1.65242e+21,55,1,0,0,50000,40,50000
"415",4.09112e+20,68,2,129681,517599,10,0,0
"416",2.35501e+21,46,1,0,0,75376,40,75000
"417",1.06202e+21,23,2,0,0,0,0,0
"418",1.10007e+21,15,1,147907,0,0,0,0
"419",7.59012e+19,34,1,0,0,0,40,100000
"420",2.13121e+21,10,1,0,0,0,0,0
"421",1.79051e+21,61,2,0,0,44200,0,0
"422",1.55791e+21,43,1,493378,0,52000,40,52000
"423",1.21402e+21,49,1,0,0,0,40,95000
"424",2.31753e+21,62,1,0,0,0,40,50000
"425",4.80285e+20,28,1,313198,1212153,80910,40,36000
"426",1.51558e+21,14,2,0,0,0,0,0
"427",7.07313e+21,77,1,461868,0,15655,0,0
"428",8.00008e+21,67,1,423299,0,0,0,0
"429",4.10001e+21,14,1,386832,0,0,0,0
"430",7.55808e+21,51,1,0,0,0,40,72000
"431",8.40244e+20,41,1,0,0,0,62,72000
"432",1.80623e+21,12,2,43691,0,0,0,0
"433",2.0807e+21,61,1,255617,0,70005,40,70000
"434",1.01069e+20,43,1,72672,0,115010,40,115000
"435",4.071e+20,31,2,262563,0,57130,35,5130
"436",2.65344e+21,27,2,0,0,0,36,32500
"437",2.90364e+20,2,1,625662,0,0,0,0
"438",2.81558e+21,36,1,0,0,150071,65,150000
"439",2.9033e+20,57,1,444044,0,0,0,0
"440",2.06021e+21,48,2,0,0,13000,20,10000
"441",7.1e+21,59,1,371259,1629735,0,65,0
"442",2.06107e+20,48,1,0,0,63015,36,50000
"443",9.10009e+21,68,2,343998,0,0,0,0
"444",2.05014e+21,61,2,0,0,0,0,0
"445",4.10001e+21,61,2,29476,0,183170,70,150000
"446",6.41751e+21,38,2,394628,1547535,75000,35,43000
"447",3.01405e+21,71,1,316413,0,0,0,0
"448",7.19551e+21,9,2,299695,0,0,0,0
"449",6.12376e+18,57,1,407053,1588042,43600,35,18000
"450",5.10002e+21,45,1,346496,0,158050,50,120000
"451",6.10109e+21,80,1,0,0,79658,0,0
"452",4.79261e+16,59,1,359039,1402981,0,0,0
"453",3.07106e+20,85,1,309077,0,20,0,0
"454",6.57791e+21,38,2,266989,0,0,40,25000
"455",3.14351e+21,19,2,49203,0,12005,40,12000
"456",7.10005e+21,25,2,40905,0,6000,0,0
"457",1.02125e+20,29,2,389095,0,0,0,0
"458",2.53802e+20,10,2,0,0,0,0,0
"459",2.07861e+21,56,2,396365,0,80000,40,80000
"460",6.05304e+21,50,2,30713,0,0,0,0
"461",4.01101e+20,33,2,221176,862947,105653,40,23000
"462",9.71665e+21,60,1,443743,0,7200,0,0
"463",2.0158e+21,18,1,0,0,0,0,0
"464",2.31753e+21,15,2,0,0,0,0,0
"465",1.06671e+21,68,1,347065,1394195,86516,24,24000
"466",3.1001e+21,67,1,449865,0,280530,50,200000
"467",9.71069e+21,20,1,0,0,0,0,0
"468",4.91579e+21,24,2,108607,0,30002,40,30000
"469",4.1329e+21,8,1,179663,0,0,0,0
"470",5.20061e+21,9,1,0,0,0,0,0
"471",8.36074e+21,19,2,438839,1799188,0,0,0
"472",1.63598e+21,32,2,482638,0,11200,35,11200
"473",2.05206e+21,37,2,0,0,139500,40,60000
"474",2.07211e+21,1,2,304792,0,0,0,0
"475",8.02103e+21,14,1,442616,0,0,0,0
"476",8.10003e+21,80,2,360945,0,13,0,0
"477",6.5438e+21,52,2,92095,362805,24093,10,0
"478",9.90068e+20,33,1,438649,2036444,39222,40,20000
"479",6.30231e+21,49,2,333466,0,0,0,0
"480",3.0535e+21,23,2,447861,0,34000,40,34000
"481",1.02127e+20,62,1,589837,0,0,0,0
"482",2.11755e+21,43,1,41777,0,140315,50,130000
"483",1.60566e+20,34,1,544514,0,0,70,500000
"484",7.89633e+21,61,2,362089,0,48000,0,0
"485",1.12801e+21,48,2,69207,0,80100,12,30000
"486",1.15431e+21,55,1,421827,0,0,40,80000
"487",3.00406e+21,42,2,0,0,0,0,0
"488",9.96573e+21,41,2,420690,1709045,0,0,0
"489",1.10216e+18,34,2,0,0,0,40,56000
"490",6.57051e+21,46,2,37251,0,39000,50,39000
"491",4.03421e+21,24,1,121703,0,26001,40,26000
"492",8.2238e+21,7,2,511149,0,0,0,0
"493",1.00063e+20,14,2,381478,0,0,0,0
"494",1.48004e+21,56,2,0,0,28822,0,0
"495",3.31987e+21,26,2,0,0,0,0,0
"496",6.00799e+20,80,2,340535,1446971,10900,6,10900
"497",1.47533e+21,62,2,713284,0,32131,25,29655
"498",4.10105e+21,34,1,0,0,0,40,100000
"499",6.9203e+21,35,1,0,0,19437,40,12000
"500",1.3675e+21,69,2,0,0,182172,0,0
"501",5.28541e+21,15,2,0,0,0,0,0
"502",2.38051e+19,9,1,384819,0,0,0,0
"503",2.84703e+21,30,1,470703,0,35723,40,35000
"504",6.60759e+20,37,2,0,0,600,40,600
"505",4.30792e+21,66,2,176407,0,100576,30,83000
"506",1.36481e+21,20,2,0,0,7000,30,7000
"507",6.09101e+21,35,2,0,0,40001,40,40000
"508",9.10006e+21,74,2,319893,1272832,0,0,0
"509",1.52927e+21,26,2,352226,0,123300,40,50000
"510",6.60684e+20,19,2,311438,0,20000,25,20000
"511",8.08104e+21,26,1,510861,0,26000,40,26000
"512",6.73871e+21,5,1,0,0,0,0,0
"513",2.46078e+21,13,1,0,0,0,0,0
"514",3.70581e+20,44,2,0,0,0,40,65000
"515",5.51486e+21,76,2,436278,0,645,0,0
"516",1.97181e+21,68,1,36131,0,0,0,0
"517",2.20412e+21,5,2,287009,0,0,0,0
"518",2.02101e+20,54,2,154839,0,0,45,70000
"519",2.31753e+21,44,2,413422,0,221947,40,46000
"520",1.03109e+20,2,2,360838,0,0,0,0
"521",1.01032e+20,9,2,123741,0,0,0,0
