"","PERIDNUM","A_AGE","A_SEX","A_FNLWGT","A_ERNLWT","AGI","HRSWK","WSAL_VAL"
"2474",7.10107e+21,12,2,33034,0,0,0,0
"2475",9.91961e+21,69,2,248127,0,207408,16,17000
"2476",7.80522e+20,42,1,658699,2240081,0,40,120000
"2477",5.71869e+21,14,2,297475,0,0,0,0
"2478",1.70901e+21,30,1,0,0,55100,40,55000
"2479",6.2062e+19,66,1,162444,0,125515,0,0
"2480",8.1068e+20,66,2,0,0,0,0,0
"2481",3.105e+20,45,1,303882,0,81000,40,81000
"2482",9.10002e+21,79,2,179243,0,0,0,0
"2483",4.60484e+20,44,2,0,0,13000,50,13000
"2484",4.06107e+20,12,2,0,0,0,0,0
"2485",1.0176e+21,3,1,0,0,0,0,0
"2486",3.09116e+20,53,1,502979,2082380,30000,40,30000
"2487",7.11771e+21,85,1,426050,0,0,0,0
"2488",4.01103e+20,39,2,210743,0,64375,37,34000
"2489",1.96791e+21,26,2,0,0,15002,40,15002
"2490",1.79411e+21,47,1,212203,843517,0,40,45000
"2491",4.00101e+20,18,1,370301,1554458,0,0,0
"2492",3.10007e+21,66,1,153483,0,0,50,30000
"2493",3.06403e+21,36,2,0,0,115850,40,50000
"2494",4.92216e+21,2,1,632975,0,0,0,0
"2495",4.40423e+20,24,2,417380,1660146,0,0,0
"2496",8.71685e+21,12,2,0,0,0,0,0
"2497",3.07117e+20,66,2,461499,0,93767,25,0
"2498",9.00099e+20,17,1,392672,0,24000,30,24000
"2499",7.01405e+21,38,2,0,0,5000,20,5000
"2500",4.02307e+21,52,1,380551,0,0,45,29000
"2501",1.74406e+20,7,1,792234,0,0,0,0
"2502",5.1617e+21,11,2,0,0,0,0,0
"2503",9.10007e+21,41,1,288215,1139887,0,40,75000
"2504",6.93821e+21,50,2,689776,0,0,40,37440
"2505",3.09101e+20,67,2,371782,0,0,0,0
"2506",4.01385e+21,30,1,484172,0,0,40,41600
"2507",6.23571e+21,32,1,350824,0,0,0,0
"2508",2.07861e+21,77,2,296003,0,26089,0,0
"2509",2.1683e+21,50,2,349271,1389360,0,40,32000
"2510",7.51099e+21,80,1,85778,339985,20516,0,0
"2511",4.34576e+19,37,1,0,0,25000,40,25000
"2512",6.81853e+21,48,2,356538,1399034,0,40,112000
"2513",3.08112e+20,28,1,49889,0,0,0,0
"2514",6.65475e+21,71,2,234043,0,73800,35,50000
"2515",3.05102e+20,23,1,145250,0,0,40,15040
"2516",1.16145e+21,64,1,34076,0,0,30,0
"2517",3.10108e+21,17,2,619234,2318992,0,0,0
"2518",7.10003e+21,85,1,175954,709081,0,0,0
"2519",1.10913e+18,11,2,244902,0,0,0,0
"2520",4.06581e+21,58,2,232057,0,0,0,0
"2521",7.67452e+21,21,1,478028,1903585,7000,30,7000
"2522",2.15174e+21,64,1,520443,2139091,0,40,49000
"2523",4.14701e+21,15,2,462420,0,0,0,0
"2524",8.60871e+21,6,1,333401,0,0,0,0
"2525",4.10505e+21,11,1,0,0,0,0,0
"2526",1.10101e+18,6,1,191919,0,0,0,0
"2527",1.00714e+20,26,2,0,0,0,6,18000
"2528",1.117e+20,34,1,0,0,75000,50,75000
"2529",2.10106e+21,54,2,286767,0,51000,35,51000
"2530",1.0877e+21,17,2,0,0,2602,10,2600
"2531",8.1667e+20,34,2,0,0,0,30,20280
"2532",7.81368e+21,34,1,0,0,68002,40,68000
"2533",2.64094e+21,46,2,0,0,130175,40,45000
"2534",6.09506e+21,27,2,337065,1321939,0,60,45000
"2535",9.10005e+21,77,2,114333,459670,0,0,0
"2536",5.61727e+21,9,2,728315,0,0,0,0
"2537",7.10004e+21,75,2,397124,0,218250,0,0
"2538",5.80495e+21,3,2,394496,0,0,0,0
"2539",4.08138e+20,66,1,0,0,59811,40,45000
"2540",9.00307e+19,38,1,115051,0,0,50,20000
"2541",2.041e+20,71,2,427056,0,89786,0,0
"2542",7.28894e+21,35,2,356393,0,46000,65,46000
"2543",1.22623e+21,54,1,106822,0,87159,40,0
"2544",6.31245e+21,58,2,86946,0,0,0,0
"2545",8.11884e+21,52,2,413455,0,32000,40,32000
"2546",1.8177e+21,16,2,458240,0,0,0,0
"2547",1.45424e+21,75,1,64170,0,0,12,6744
"2548",7.34781e+21,76,1,320415,1289772,0,0,0
"2549",4.04109e+20,46,1,0,0,310034,40,220000
"2550",6.21879e+21,34,2,333982,0,0,50,14000
"2551",4.04308e+21,57,2,152572,0,0,45,52000
"2552",4.73331e+21,72,2,79258,0,2161,0,0
"2553",6.10004e+21,6,1,267684,0,0,0,0
"2554",1.10408e+21,39,2,0,0,0,25,22500
"2555",6.94233e+21,43,2,152039,0,0,36,61000
"2556",9.90069e+20,19,1,365857,0,0,0,0
"2557",2.74221e+21,68,2,317901,1296422,0,40,26000
"2558",8.0297e+21,33,2,191511,0,266380,40,65000
"2559",3.0471e+21,67,1,376322,0,2281,0,0
"2560",5.10003e+21,9,2,235404,0,0,0,0
"2561",4.09114e+20,30,1,188867,0,104500,50,96000
"2562",3.08008e+21,40,2,172905,719152,276620,40,72000
"2563",5.07616e+19,25,1,436850,1694385,42200,40,42000
"2564",5.58654e+21,45,1,412431,0,34520,40,38000
"2565",2.10206e+21,56,2,77398,0,0,0,0
"2566",1.63214e+21,7,1,0,0,0,0,0
"2567",1.0512e+20,56,1,59420,0,0,0,0
"2568",5.0146e+21,80,1,32836,0,200,0,0
"2569",1.0861e+21,12,2,394050,0,0,0,0
"2570",1.5919e+21,35,1,446256,0,154545,60,0
"2571",1.52901e+21,0,2,217243,0,0,0,0
"2572",3.1001e+21,13,1,0,0,0,0,0
"2573",7.40341e+21,11,2,292416,0,0,0,0
"2574",7.71971e+21,33,2,342748,1361197,194412,40,92000
"2575",4.43121e+19,20,1,518189,0,15000,15,15000
"2576",1.20058e+21,33,2,478189,0,72000,40,50000
"2577",6.12914e+19,20,2,601827,0,30000,35,30000
"2578",4.011e+21,6,1,109253,0,0,0,0
"2579",1.26051e+21,23,1,0,0,156105,90,150000
"2580",5.0413e+20,46,1,0,0,147189,40,52000
"2581",4.10205e+21,45,1,51849,0,340700,40,185000
"2582",6.10009e+21,54,1,0,0,0,0,0
"2583",6.71804e+21,0,2,65480,0,0,0,0
"2584",1.54041e+21,25,1,0,0,24501,20,24000
"2585",6.11709e+18,50,2,0,0,35011,0,0
"2586",6.90617e+20,27,2,178881,0,53001,40,53000
"2587",9.21668e+21,77,1,75670,311992,37953,0,0
"2588",4.20391e+21,64,1,49273,0,51000,60,51000
"2589",5.24157e+21,44,1,439737,0,63900,40,40900
"2590",1.5267e+21,12,1,343106,0,0,0,0
"2591",8.79416e+21,57,2,0,0,12002,25,12000
"2592",3.0411e+20,60,2,0,0,13876,20,11700
"2593",4.07102e+20,75,1,253806,0,0,38,29000
"2594",1.92823e+21,58,2,429021,0,0,35,40000
"2595",8.10628e+18,33,1,0,0,101045,40,99000
"2596",2.1202e+20,3,2,386559,0,0,0,0
"2597",8.80042e+20,62,2,394841,1616554,30000,0,0
"2598",4.04011e+21,25,1,363300,0,79000,40,42000
"2599",3.00108e+20,37,2,0,0,0,0,0
"2600",2.05978e+21,65,1,0,0,32001,40,32000
"2601",7.03109e+21,33,2,73246,285482,36146,40,35500
"2602",7.18918e+21,3,1,0,0,0,0,0
"2603",8.90574e+20,4,1,387262,0,0,0,0
"2604",2.21635e+21,33,1,0,0,0,60,40000
"2605",5.1511e+21,45,2,0,0,55280,40,52000
"2606",7.1001e+21,7,2,0,0,0,0,0
"2607",6.94094e+21,26,1,180835,0,36000,50,36000
"2608",2.65558e+21,11,1,264653,0,0,0,0
"2609",2.79983e+21,42,2,0,0,0,40,35000
"2610",1.9469e+21,45,2,0,0,0,40,90000
"2611",1.0211e+20,23,1,431431,0,32527,40,0
"2612",4.07206e+21,15,2,0,0,0,0,0
"2613",6.11276e+18,72,2,337543,0,1,0,0
"2614",3.06405e+21,44,2,158625,637053,14936,55,0
"2615",3.80038e+21,9,2,396966,0,0,0,0
"2616",6.04216e+21,70,1,140411,572247,103430,40,64500
"2617",1.19315e+21,43,1,88020,340496,0,0,0
"2618",2.04323e+21,20,2,452535,0,20002,30,20000
"2619",2.02104e+20,72,1,156355,0,20328,0,0
"2620",5.55558e+21,15,2,328641,0,31501,0,0
"2621",4.91902e+21,13,1,0,0,0,0,0
"2622",1.06102e+20,76,2,90503,0,0,0,0
"2623",2.07381e+21,0,2,412983,0,0,0,0
"2624",9.21731e+21,2,1,0,0,0,0,0
"2625",8.01223e+21,80,1,349691,1409866,3325,0,0
"2626",3.0019e+21,15,1,195896,0,0,0,0
"2627",1.40815e+21,43,2,0,0,0,0,0
"2628",5.01101e+20,32,1,0,0,0,37,58000
"2629",1.58047e+21,7,1,0,0,0,0,0
"2630",6.78871e+21,55,2,0,0,103897,40,51000
"2631",3.84162e+21,5,1,372467,0,0,0,0
"2632",1.15542e+21,51,1,393129,0,394007,40,225000
"2633",5.10201e+21,28,1,464319,0,30000,40,30000
"2634",1.59864e+21,72,1,485753,0,555988,35,0
"2635",2.45709e+21,78,2,70043,0,0,1,2000
"2636",8.01767e+21,9,2,377713,0,0,0,0
"2637",8.00921e+20,5,1,695839,0,0,0,0
"2638",9.81285e+21,21,1,47108,0,32013,40,32000
"2639",4.10009e+21,47,1,391313,0,92000,40,90000
"2640",6.10008e+21,1,1,0,0,0,0,0
"2641",2.81128e+21,75,1,415729,0,21767,0,0
"2642",5.00109e+21,66,1,179290,0,108304,0,0
"2643",1.42067e+21,46,2,0,0,0,0,0
"2644",8.30827e+20,21,1,0,0,7000,20,7000
"2645",3.60144e+20,74,2,0,0,0,0,0
"2646",4.67015e+21,78,2,0,0,0,0,0
"2647",1.71065e+21,8,1,0,0,0,0,0
"2648",1.12771e+21,53,1,0,0,7200,40,7200
"2649",4.10126e+20,35,2,191281,895393,127084,6,18000
"2650",3.11964e+21,44,1,0,0,96488,50,50000
"2651",2.19251e+20,28,1,240343,0,51005,40,50000
"2652",6.84026e+21,0,1,0,0,0,0,0
"2653",3.03104e+20,73,2,75580,0,83001,0,0
"2654",9.68894e+21,25,1,870254,0,85015,40,85000
"2655",4.98582e+21,63,1,306139,1250253,79939,0,0
"2656",1.6745e+21,7,2,0,0,0,0,0
"2657",1.71467e+21,9,1,350449,0,0,0,0
"2658",1.40844e+21,9,2,445736,0,0,0,0
"2659",3.2718e+21,25,1,369297,1422249,55010,40,55000
"2660",5.10309e+21,27,1,127202,0,0,0,0
"2661",3.04101e+20,64,2,400730,0,0,0,0
"2662",9.60763e+20,15,2,665828,0,94531,40,50000
"2663",9.31237e+21,17,1,0,0,5300,20,5000
"2664",6.98094e+21,37,2,0,0,0,0,0
"2665",1.01739e+21,45,2,306048,1207591,48078,40,48000
"2666",7.50464e+20,50,1,459453,0,61576,50,61500
"2667",1.84561e+21,4,2,398606,0,0,0,0
"2668",4.10202e+21,33,2,825354,0,24960,35,24960
"2669",4.60181e+21,54,2,0,0,0,40,7800
"2670",9.6092e+21,60,1,364337,0,0,40,17650
"2671",6.11145e+18,65,2,0,0,0,0,0
"2672",2.29202e+21,26,2,183810,0,37548,30,5000
"2673",1.20113e+21,5,2,497578,0,0,0,0
"2674",1.8108e+21,43,2,0,0,11000,25,11000
"2675",6.64381e+21,12,2,75678,0,0,0,0
"2676",2.08103e+20,65,1,117734,455289,0,0,0
"2677",5.40991e+21,30,1,222642,0,0,40,70000
"2678",1.10004e+21,59,1,222587,875514,71124,58,24000
"2679",7.10203e+21,8,2,417509,0,0,0,0
"2680",5.21166e+21,34,1,41128,0,47000,40,47000
"2681",1.09506e+21,11,1,496236,0,0,0,0
"2682",6.02109e+21,51,2,333456,0,0,0,0
"2683",3.30718e+20,36,1,0,0,86097,60,85000
"2684",3.06108e+20,37,1,0,0,6000,35,6000
"2685",1.60387e+21,15,1,524020,0,0,0,0
"2686",5.10005e+21,57,2,133835,526175,0,36,12500
"2687",6.81749e+20,61,2,41289,0,68002,40,28000
"2688",1.0117e+20,80,1,0,0,0,0,0
"2689",5.06071e+21,43,1,316691,0,0,40,82000
"2690",5.1512e+20,41,2,436601,0,100762,40,34000
"2691",7.81155e+21,85,2,417438,0,1,0,0
"2692",5.60418e+21,37,2,0,0,0,40,12900
"2693",4.05103e+20,63,1,266171,0,50,0,0
"2694",3.62578e+21,10,2,506007,0,0,0,0
"2695",5.03388e+21,85,1,47703,194568,0,0,0
"2696",8.11612e+20,85,1,283089,0,0,0,0
"2697",3.20246e+20,59,2,299085,0,0,40,35000
"2698",1.11343e+21,73,2,348019,0,49972,0,0
"2699",1.52086e+21,47,1,0,0,60005,40,60000
"2700",5.14021e+19,64,2,103948,428805,23106,0,0
"2701",6.10396e+21,39,2,182928,0,37403,37,37000
"2702",4.84999e+21,18,1,0,0,0,10,1700
"2703",9.94819e+21,22,2,176371,0,0,20,9471
"2704",9.10005e+21,40,1,0,0,0,40,100000
"2705",6.22025e+21,43,1,0,0,0,45,100000
"2706",2.20363e+20,1,1,0,0,0,0,0
"2707",5.08305e+21,63,2,345591,0,10000,25,10000
"2708",3.03115e+20,8,1,0,0,0,0,0
"2709",3.01401e+21,74,2,279229,0,41064,0,0
"2710",3.34311e+21,52,2,101760,0,0,40,49000
"2711",4.24118e+21,67,1,358055,0,44679,0,0
"2712",1.10308e+21,58,1,0,0,0,0,0
"2713",7.21367e+21,15,2,735326,0,0,0,0
"2714",1.03023e+21,30,1,408853,0,53232,0,0
"2715",5.09926e+21,19,2,0,0,10000,20,10000
"2716",8.91084e+21,6,2,39390,0,0,0,0
"2717",4.81367e+21,59,1,0,0,55060,40,40000
"2718",7.16263e+21,53,2,0,0,0,0,0
"2719",1.091e+21,80,2,0,0,0,0,0
"2720",8.84035e+21,39,1,482399,0,67600,40,33600
"2721",1.77695e+21,31,2,495868,0,30001,40,30000
"2722",4.10009e+21,16,1,370830,0,0,0,0
"2723",6.20429e+20,30,1,0,0,55075,40,55000
"2724",3.08771e+21,41,2,0,0,1,0,0
"2725",8.91326e+21,3,2,0,0,0,0,0
"2726",9.54319e+21,3,1,295515,0,0,0,0
"2727",1.06331e+21,40,1,0,0,152522,45,100000
"2728",1.9548e+21,9,1,330360,0,0,0,0
"2729",1.3433e+21,32,2,283526,0,11205,40,11200
"2730",5.20225e+21,59,2,353000,0,2000,12,2000
"2731",1.05901e+21,3,1,192131,0,0,0,0
"2732",1.72648e+21,70,2,340988,0,1,0,0
"2733",4.1e+21,68,2,0,0,0,0,0
"2734",9.61161e+21,41,2,105562,0,0,0,0
"2735",6.11036e+18,50,1,377104,0,4,0,0
"2736",2.92281e+21,44,1,0,0,0,40,3002
"2737",9.23285e+21,38,2,155683,651365,0,0,0
"2738",1.71513e+21,38,1,355786,1390945,40000,40,40000
"2739",2.4779e+21,33,2,366248,0,0,0,0
"2740",4.51581e+21,10,1,0,0,0,0,0
"2741",8.1146e+21,60,1,0,0,162130,60,160000
"2742",6.42092e+19,70,2,160342,635380,2560,0,0
"2743",9.93819e+21,9,2,615877,0,0,0,0
"2744",5.20061e+21,46,1,539619,0,224460,40,200000
"2745",4.77203e+20,38,2,50998,0,0,0,0
"2746",1.07163e+20,7,2,0,0,0,0,0
"2747",3.8215e+21,12,1,461235,0,0,0,0
"2748",1.75029e+20,72,2,0,0,21000,15,21000
"2749",2.0352e+21,16,2,149871,0,0,0,0
"2750",6.94294e+21,36,1,185648,0,0,40,75000
"2751",7.32929e+21,60,2,43804,176649,0,10,15000
"2752",6.6568e+21,64,2,0,0,0,0,0
"2753",8.45495e+21,32,2,410579,0,0,12,10000
"2754",3.77081e+19,27,2,479807,0,131005,40,130000
"2755",1.10305e+21,40,1,476211,0,0,40,60000
"2756",1.0582e+21,33,2,0,0,45023,40,36000
"2757",4.31789e+21,49,1,0,0,49000,40,49000
"2758",4.06721e+21,0,1,0,0,0,0,0
"2759",2.73904e+20,52,2,0,0,0,0,0
"2760",1.71261e+21,28,1,0,0,25000,40,25000
"2761",2.14627e+21,42,2,0,0,1,0,0
"2762",6.24905e+21,5,1,598171,0,0,0,0
"2763",1.10009e+21,38,2,0,0,0,40,34083
"2764",6.10002e+21,24,2,145472,0,5000,20,5000
"2765",1.08161e+21,21,1,0,0,0,8,400
"2766",4.10004e+21,16,2,52001,218377,0,0,0
"2767",1.90717e+18,16,1,0,0,0,0,0
"2768",1.9282e+21,68,1,137563,593161,1142223,40,1099999
"2769",6.2847e+21,65,1,78713,0,0,40,40000
"2770",6.9392e+21,27,1,0,0,0,0,0
"2771",5.00109e+20,18,2,46562,0,3000,8,3000
"2772",5.645e+21,34,2,284732,0,36000,40,36000
"2773",9.55264e+20,77,1,174660,0,27,0,0
"2774",2.90779e+20,70,1,309376,0,60684,0,0
"2775",3.052e+21,58,2,367424,1509221,136525,70,132000
"2776",4.08402e+21,37,1,0,0,41433,40,24000
"2777",1.84408e+21,39,2,0,0,0,40,36000
"2778",5.04108e+20,12,2,0,0,0,0,0
"2779",7.33547e+21,4,2,0,0,0,0,0
"2780",6.11867e+18,50,2,0,0,59518,45,58900
"2781",1.82454e+21,59,1,187890,818478,84768,20,0
"2782",5.07561e+21,24,2,45543,0,32491,39,35490
"2783",5.84893e+21,50,1,462639,0,0,0,0
"2784",6.70153e+20,1,1,0,0,0,0,0
"2785",8.60022e+21,16,2,501488,0,0,0,0
"2786",1.1174e+21,0,1,0,0,0,0,0
"2787",8.41401e+21,41,2,335204,0,0,0,0
"2788",2.02104e+20,22,2,241069,0,0,0,0
"2789",1.36625e+21,69,1,326168,1343053,0,0,0
"2790",9.03273e+21,20,1,795032,0,7000,30,7000
"2791",3.47011e+21,26,1,150249,0,42155,40,42000
"2792",3.1e+21,77,2,83820,0,0,0,0
"2793",3.07002e+21,73,2,44487,170022,125205,0,0
"2794",1.02103e+20,28,2,582557,0,0,0,0
"2795",1.52131e+21,45,1,63206,284100,17261,40,15000
"2796",2.10109e+21,1,1,360415,0,0,0,0
"2797",8.061e+21,73,2,0,0,4,0,0
"2798",1.1531e+21,71,2,0,0,3001,0,0
"2799",1.17311e+21,9,2,486852,0,0,0,0
"2800",6.9305e+21,17,1,541097,0,0,0,0
"2801",3.09103e+20,38,1,371481,0,92250,50,92000
"2802",8.41138e+21,24,1,340206,0,60010,40,60000
"2803",5.10697e+18,36,1,0,0,109250,40,60000
"2804",1.69153e+21,80,2,98277,0,110041,0,0
"2805",1.02121e+20,6,2,0,0,0,0,0
"2806",9.60767e+20,7,1,327072,0,0,0,0
"2807",2.0611e+20,12,2,309012,0,0,0,0
"2808",4.14795e+18,51,2,0,0,120000,40,118000
"2809",6.0449e+21,65,2,486531,0,0,40,18000
"2810",8.8522e+21,11,1,36050,0,0,0,0
"2811",7.32393e+21,45,1,0,0,0,40,54000
"2812",6.09211e+21,14,2,0,0,0,0,0
"2813",3.01104e+20,26,2,119612,0,45406,40,45000
"2814",1.04418e+21,31,1,0,0,1600,40,1000
"2815",3.4115e+21,54,1,0,0,104701,40,29000
"2816",7.06011e+21,21,2,0,0,8001,15,8000
"2817",1.98681e+21,13,2,403472,0,0,0,0
"2818",6.03001e+21,40,2,500857,2025655,0,25,0
"2819",2.03108e+20,70,1,159863,0,0,0,0
"2820",6.96176e+21,34,2,0,0,0,40,50000
"2821",7.0741e+21,50,2,321220,0,73720,0,0
"2822",9.00309e+21,55,1,452979,0,20000,40,20000
"2823",3.80553e+20,78,1,369564,1501389,21410,0,0
"2824",4.10008e+21,13,2,458823,0,0,0,0
"2825",1.46421e+21,85,1,0,0,40261,0,0
"2826",5.48801e+20,45,2,0,0,0,40,38000
"2827",5.99656e+21,26,2,383401,0,74201,40,74000
"2828",4.91262e+21,76,2,27358,0,0,16,1476
"2829",4.10008e+21,21,2,285717,0,0,20,900
"2830",6.43306e+21,10,2,61745,0,0,0,0
"2831",1.66061e+21,8,2,0,0,0,0,0
"2832",2.4091e+20,52,2,0,0,7113,24,2025
"2833",2.25862e+21,24,2,359657,0,0,0,0
"2834",1.56095e+21,44,2,275259,1102221,106825,55,100000
"2835",4.09114e+20,36,1,196391,0,0,75,15000
"2836",4.04133e+20,44,2,111566,0,85225,40,85000
"2837",6.20821e+21,41,2,312787,1249240,0,0,0
"2838",2.40063e+19,38,1,202811,0,182204,40,115000
"2839",5.06312e+21,61,2,0,0,0,15,30000
"2840",1.59501e+21,12,1,335248,0,0,0,0
"2841",4.01206e+21,17,2,265272,0,3000,15,3000
"2842",3.62578e+21,12,1,441234,0,0,0,0
"2843",1.2301e+21,72,2,229577,0,0,0,0
"2844",2.05361e+21,47,1,0,0,52375,40,52002
"2845",8.2103e+21,85,2,0,0,0,0,0
"2846",3.09104e+20,58,2,339496,0,535,0,0
"2847",3.0254e+21,69,2,41723,0,198839,4,800
"2848",3.00106e+20,61,2,0,0,0,0,0
"2849",7.05184e+21,32,1,0,0,120067,40,120000
"2850",9.60726e+20,39,2,317561,1223719,0,40,26000
"2851",1.02119e+20,4,2,0,0,0,0,0
"2852",4.1121e+18,72,2,0,0,27952,0,0
"2853",4.33147e+21,7,2,71265,0,0,0,0
"2854",4.0066e+21,40,1,424707,0,105,8,0
"2855",9.06106e+21,9,2,0,0,0,0,0
"2856",5.51409e+20,35,2,0,0,67587,40,49000
"2857",8.48921e+21,63,2,0,0,0,0,0
"2858",5.10005e+21,49,1,109127,451192,60024,40,60000
"2859",4.61892e+21,46,2,381818,0,0,30,20000
"2860",3.60867e+20,43,2,0,0,0,0,0
"2861",1.93265e+21,51,1,33587,0,0,0,0
"2862",7.9476e+21,29,1,227206,0,0,40,83000
"2863",3.11901e+21,38,1,0,0,51408,40,37000
"2864",1.04797e+18,61,2,0,0,34000,40,34000
"2865",1.22742e+21,21,1,379426,1459895,6310,40,6300
"2866",4.08121e+20,68,1,0,0,309,0,0
"2867",1.24475e+21,27,2,87826,0,0,0,0
"2868",1.44001e+21,30,1,0,0,60901,40,60000
"2869",8.20502e+19,10,1,226084,0,0,0,0
"2870",6.71114e+21,26,1,43255,0,94230,40,90540
"2871",5.91997e+21,33,2,347722,0,55004,40,54000
"2872",9.67009e+21,10,1,0,0,0,0,0
"2873",3.09209e+21,51,2,422152,0,0,80,300000
"2874",6.0449e+21,73,1,373420,0,18000,0,0
"2875",5.10001e+21,54,1,621187,2536456,0,0,0
"2876",8.10008e+21,45,1,411739,0,34000,40,34000
"2877",5.07181e+21,73,2,73155,0,0,0,0
"2878",4.09124e+20,24,2,0,0,34000,43,34000
"2879",3.10001e+21,5,2,254634,0,0,0,0
"2880",4.02106e+21,66,1,501586,0,66325,40,55000
"2881",8.05016e+21,57,1,384868,1526822,0,35,120700
"2882",8.01312e+21,37,2,380546,0,158033,40,96000
"2883",1.31518e+20,50,2,485935,1921880,276000,40,175000
"2884",6.4247e+21,31,2,393091,0,0,40,30000
"2885",5.8524e+21,80,2,82031,0,0,0,0
"2886",8.43261e+21,49,2,293537,0,0,40,88500
"2887",8.21911e+21,29,1,196857,861185,130760,60,100000
"2888",1.65704e+20,71,1,410909,1697712,0,0,0
"2889",4.01031e+21,64,2,0,0,8400,0,0
"2890",2.06024e+21,69,1,0,0,0,40,30001
"2891",5.04016e+21,14,1,612662,0,0,0,0
"2892",3.04101e+21,54,2,591765,0,0,0,0
"2893",9.63206e+21,33,2,0,0,1502,0,0
"2894",1.00008e+20,62,1,38260,0,106000,50,55000
"2895",2.1001e+21,56,1,0,0,0,40,95000
"2896",9.9283e+21,28,1,0,0,0,0,0
"2897",3.05007e+21,17,1,338390,0,0,0,0
"2898",1.78614e+21,75,2,196736,0,0,0,0
"2899",1.67172e+21,20,1,347200,0,3000,15,3000
"2900",2.09107e+20,9,2,0,0,0,0,0
"2901",2.30817e+18,4,2,162811,0,0,0,0
"2902",3.99049e+21,46,1,0,0,0,40,67000
"2903",1.86544e+21,16,2,0,0,0,0,0
"2904",3.00105e+20,6,2,39663,0,0,0,0
"2905",1.6515e+21,34,2,0,0,25000,40,25000
"2906",4.21916e+21,5,1,197863,0,0,0,0
"2907",6.10479e+18,77,2,330369,1314513,702,0,0
"2908",9.10005e+21,24,1,0,0,18400,40,18400
"2909",8.08795e+21,10,2,969422,0,0,0,0
"2910",2.8405e+21,44,1,0,0,0,0,0
"2911",6.1265e+20,37,1,419183,0,0,40,34000
"2912",1.8058e+21,61,2,323480,1324923,0,0,0
"2913",7.20295e+20,26,1,183400,709087,75500,40,75000
"2914",9.01981e+21,69,1,478156,2049106,0,40,0
"2915",4.01845e+21,35,2,375350,1454009,15963,35,6400
"2916",4.77907e+20,16,2,0,0,0,0,0
"2917",2.5039e+21,36,2,216750,0,35605,40,31000
"2918",1.76894e+21,39,2,0,0,1,0,0
"2919",8.20639e+20,42,2,311937,0,0,40,55000
"2920",1.10569e+18,41,2,204108,0,60500,40,60000
"2921",6.2162e+21,65,1,331409,0,122401,0,0
"2922",1.70482e+21,70,1,412316,0,41070,0,0
"2923",6.92421e+21,14,2,0,0,0,0,0
"2924",1.1933e+21,18,2,443915,0,6000,25,6000
"2925",4.4118e+21,14,1,414868,0,0,0,0
"2926",6.26001e+19,29,2,129761,0,12000,24,12000
"2927",1.91033e+21,52,1,186935,0,46468,40,0
"2928",2.61373e+21,39,1,193292,0,148650,45,110000
"2929",1.40002e+21,49,2,348933,0,0,0,0
"2930",4.0049e+21,29,2,70111,0,55025,40,55000
"2931",4.09251e+21,44,1,0,0,0,40,50000
"2932",1.53603e+21,36,2,0,0,65000,40,65000
"2933",5.00103e+20,16,2,46562,0,0,0,0
"2934",6.06175e+19,43,1,78129,0,87001,50,79000
"2935",1.23561e+21,46,2,386314,0,98250,40,55000
"2936",1.42251e+21,2,2,23285,0,0,0,0
"2937",1.91391e+21,14,1,156711,0,0,0,0
"2938",6.65545e+21,30,2,48409,0,30000,40,30000
"2939",2.84094e+21,85,1,0,0,6586,0,0
"2940",1.57913e+21,36,2,162006,647610,200450,40,0
"2941",1.93092e+21,32,2,50707,0,50659,0,0
"2942",1.3422e+21,23,2,85016,342610,1859,40,0
"2943",2.04104e+20,12,1,0,0,0,0,0
"2944",1.55793e+21,58,1,0,0,0,80,1000000
"2945",1.06106e+20,7,2,0,0,0,0,0
"2946",1.26082e+19,43,1,185285,0,0,0,0
"2947",4.71079e+21,80,2,0,0,0,50,35000
"2948",3.44045e+21,14,1,0,0,0,0,0
"2949",1.39994e+21,9,2,0,0,0,0,0
"2950",1.7412e+21,54,2,0,0,85682,40,22000
"2951",1.26002e+19,18,2,408307,0,0,0,0
"2952",1.03101e+20,64,1,419576,0,0,0,0
"2953",2.84238e+21,44,2,456736,0,90086,40,45000
"2954",9.86819e+21,60,2,388582,0,0,45,42000
"2955",5.13311e+21,36,2,448282,0,42000,0,0
"2956",1.34022e+21,28,2,136932,554070,0,25,67000
"2957",2.26574e+21,3,2,0,0,0,0,0
"2958",4.81931e+21,60,2,206741,866307,50,0,0
"2959",9.05107e+21,65,1,473079,1820844,0,0,0
"2960",1.53057e+21,49,2,0,0,19500,35,19000
"2961",5.10006e+21,14,2,470883,0,0,0,0
"2962",1.11261e+21,53,1,404788,0,0,50,300000
"2963",1.82957e+21,52,2,0,0,24156,0,0
"2964",4.10009e+21,76,2,44867,0,0,0,0
"2965",8.80762e+20,17,2,327281,1277621,0,4,75
"2966",7.10002e+21,67,1,376066,0,0,0,0
"2967",1.1284e+21,59,1,0,0,99005,40,98400
"2968",1.62902e+20,40,1,357414,0,64886,40,63000
"2969",4.10405e+21,24,1,132550,0,3200,30,3200
"2970",3.35431e+21,35,2,186465,725024,46160,40,48000
"2971",6.00509e+21,63,1,36951,0,29711,40,10861
"2972",9.054e+21,28,1,541497,0,0,40,300000
"2973",7.1633e+21,68,1,353179,0,11361,0,0
"2974",8.11835e+21,58,1,418109,1654379,85620,40,58000
"2975",4.03107e+21,62,2,384755,0,21429,0,0
